,date,county,state,fips,cases,deaths
781180,11/30/2020,Orange,California,6059.0,80841,1577.0
781183,11/30/2020,Riverside,California,6065.0,87383,1442.0
781186,11/30/2020,San Bernardino,California,6071.0,93671,1129.0
781187,11/30/2020,San Diego,California,6073.0,82106,997.0
781190,11/30/2020,San Luis Obispo,California,6079.0,6311,38.0
781192,11/30/2020,Santa Barbara,California,6083.0,11602,136.0
781206,11/30/2020,Ventura,California,6111.0,20066,183.0
784408,12/1/2020,Imperial,California,6025.0,16364,355.0
784409,12/1/2020,Inyo,California,6027.0,304,16.0
784410,12/1/2020,Kern,California,6029.0,42614,449.0
784414,12/1/2020,Los Angeles,California,6037.0,408515,7700.0
784425,12/1/2020,Orange,California,6059.0,81631,1577.0
784428,12/1/2020,Riverside,California,6065.0,87722,1443.0
784431,12/1/2020,San Bernardino,California,6071.0,94106,1129.0
784432,12/1/2020,San Diego,California,6073.0,83484,1019.0
784435,12/1/2020,San Luis Obispo,California,6079.0,6345,38.0
784437,12/1/2020,Santa Barbara,California,6083.0,11631,137.0
784451,12/1/2020,Ventura,California,6111.0,20308,185.0
